member,income_weighted_index,income_inequality,per_capita_income,education_score,labor_market_hardship,housing_instability,car_access_risk,mean_commute,commute_hardship_index,transit_dependency,food_insecurity_index,health_access_score,digital_disadvantage,social_isolation_index,environmental_burden,rurality_index
M02030,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01324,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01673,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00380,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01836,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01631,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01512,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00461,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00611,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00826,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01388,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01282,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01799,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02003,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01024,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01164,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01959,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01933,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01432,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01825,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00020,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00478,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00521,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02076,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02270,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02095,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00274,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00992,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00551,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01937,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02082,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01558,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01896,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01087,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02004,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00848,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00844,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01603,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01180,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01695,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00073,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02293,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00013,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00806,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00173,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01429,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02240,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02248,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01132,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00011,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02042,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00178,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01928,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02298,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00751,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01944,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02282,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01222,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00550,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00607,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00360,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01464,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02115,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00726,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00829,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02321,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01229,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02093,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01678,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00225,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00831,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01856,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00375,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01492,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00574,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01567,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01870,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00059,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02150,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00374,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00354,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00436,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00840,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01441,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00855,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02241,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01118,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02278,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02320,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00527,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01785,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02052,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01455,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02062,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01141,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01685,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02045,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00339,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00899,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01325,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00376,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00303,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00213,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02130,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00779,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01371,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00994,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01437,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01093,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02250,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00078,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00940,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02167,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00273,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00042,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00791,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02258,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00142,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00407,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01418,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00766,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01405,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02164,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02058,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01884,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01220,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01076,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00171,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01819,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01628,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00626,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00366,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02029,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01827,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01361,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01712,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00334,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01664,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02039,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01882,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01502,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01066,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00980,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00149,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02160,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01809,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00034,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01677,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01748,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00801,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01813,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00649,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01443,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02210,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01745,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01789,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M02120,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00581,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01783,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00873,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02055,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00910,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00913,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00944,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00783,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01903,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02176,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M02175,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00281,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01278,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00252,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01090,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00336,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
